Customer #,Full Name,DBA Name,Full Primary Address,Full Mailing Address,Work Phone #,NAICS Description
130924,AGILITAS MOBILITY INC,CUSTOM MOBILITY,315 WHITEHEAD RD ATHENS  GA 30606,315 WHITEHEAD RD ATHENS  GA 30606,(706) 353-1099,ALL OTHER MISCELLANEOUS STORE RETAILERS
104808,AKO SIGNS INCORPORATED,AKO SIGNS INCORPORATED,4130 LEXINGNTON RD ATHENS  GA 30605,PO BOX 80561 ATHENS  GA 30608,(706) 548-5389,ALL OTHER MISCELLANEOUS STORE RETAILERS
130181,AMERICAN FREIGHT LLC,AMERICAN FREIGHT FURNITURE AND MATTRESS,3190 ATLANTA HWY ATHENS  GA 30606,300 HARMON MEADOW BLVD SECAUCUS  NJ 07094,(740) 833-5695,ALL OTHER MISCELLANEOUS STORE RETAILERS
121616,AMERICAN PROMOTIONAL,TNT FIREWORKS,4375 LEXINGTON RD ATHENS  GA 30605,180 FIELDSTONE EDGE ALPHARETTA  GA 30005,(404) 353-0844,ALL OTHER MISCELLANEOUS STORE RETAILERS
78385,AMERICAN WORK APPAREL & ACCESS,AMERICAN WORK APPAREL & ACCESS,395 OLD COMMERCE RD C ATHENS  GA 30607,395 OLD COMMERCE RD STE C ATHENS  GA 30607-7000,(706) 353-9690,ALL OTHER MISCELLANEOUS STORE RETAILERS
119124,ARDEN'S GARDEN THE JUICE MARKET,ARDEN'S GARDEN THE JUICE MARKET,184 COLLEGE AVE ATHENS  GA 30601,2181 SYLVAN RD EAST POINT  GA 30344,(706) 395-6654,ALL OTHER MISCELLANEOUS STORE RETAILERS
103001,ATHENS COFFEE COMPANY,JITTERY JOE'S COFFEE,297 E BROAD ST ATHENS  GA 30601,1480 BAXTER ST C ATHENS  GA 30606,(706) 613-7449,ALL OTHER MISCELLANEOUS STORE RETAILERS
115684,ATHENS GUN CLUB LLC,ATHENS GUN CLUB LLC,115 MILL CENTER BLVD ATHENS  GA 30622,115 MILL CENTER BLVD ATHENS  GA 30622,(706) 546-6111,ALL OTHER MISCELLANEOUS STORE RETAILERS
77593,ATHENS JANITOR SUPPLY CO INC,ATHENS JANITOR SUPPLY CO INC,900 OLD HULL RD ATHENS  GA 30601,PO BOX 80105 ATHENS  GA 30608,(706) 548-1325,ALL OTHER MISCELLANEOUS STORE RETAILERS
114571,ATHENS TROPHY SHOP INC,ATHENS TROPHY SHOP INC,150  WINSTON DR ATHENS  GA 30607,150  WINSTON DR ATHENS  GA 30607,(706) 543-3565,ALL OTHER MISCELLANEOUS STORE RETAILERS
99450,ATHENS WINDOW AND DOOR INC,ATHENS WINDOW AND DOOR INC,150 FRITZMAR LN ATHENS  GA 30607,1015 CHEROKEE RD WINTERVILLE  GA 30683,(706) 224-5785,ALL OTHER MISCELLANEOUS STORE RETAILERS
116182,ATLANTA COMPUTER CARE LLC,CELLPHONES & COMPUTER REPAIR,480 E BROAD ST SUITE 103 ATHENS  GA 30601,116 GAINSBOROUGH WAY LAWRENCEVILLE  GA 30044,(404) 935-1977,ALL OTHER MISCELLANEOUS STORE RETAILERS
130338,AVERY'S GIFT GALLERY,AVERY'S GIFT GALLERY,444 HUNTINGTON RD ATHENS  GA 30605,444 HUNTINGTON RD ATHENS  GA 30605,(706) 340-9757,ALL OTHER MISCELLANEOUS STORE RETAILERS
79233,BATH & BODY WORKS LLC  #1528,BATH & BODY WORKS LLC  #1528,196 ALPS RD SUITE 8 ATHENS  GA 30606,PO BOX 182515 COLUMBUS  OH 43218,(614) 856-6927,ALL OTHER MISCELLANEOUS STORE RETAILERS
128179,BC MOBILE ATHENS,BC MOBILE ATHENS,3190 ATLANTA HWY STE 14 ATHENS  GA 30606,3190 ATLANTA HWY STE 14 ATHENS  GA 30606,(404) 512-8553,ALL OTHER MISCELLANEOUS STORE RETAILERS
128178,BC MOBILE EAST LLC,BC MOBILE EAST LLC,386 OAK ST SUITE B ATHENS  GA 30601,386 OAK ST SUITE B ATHENS  GA 30601,(706) 850-6927,ALL OTHER MISCELLANEOUS STORE RETAILERS
124892,BEAR HUG HONEY COMPANY LLC,BEAR HUG HONEY COMPANY LLC,193 E CLAYTON ST ATHENS  GA 30601,193 E CLAYTON ST ATHENS  GA 30601,(912) 531-4825,ALL OTHER MISCELLANEOUS STORE RETAILERS
126308,BERTRAM EXCLUSIVES LLC,BERTRAM EXCLUSIVES LLC,516 N BILLUPS ST ATHENS  GA 30606,516 N BILLUPS ST ATHENS  GA 30606,(706) 614-7013,ALL OTHER MISCELLANEOUS STORE RETAILERS
126861,BOULEVARD ANTIQUES AND VINTAGE,BOULEVARD ANTIQUES AND VINTAGE,130 COMMERCE BLVD ATHENS  GA 30606,130 COMMERCE BLVD ATHENS  GA 30606,(706) 202-6486,ALL OTHER MISCELLANEOUS STORE RETAILERS
79982,CALLAWAY ATHENS PROPERTIES,ATHENS INTERIORS MARKET,250 OLD EPPS BRIDGE RD ATHENS  GA 30606,250 OLD EPPS BRIDGE RD ATHENS  GA 30606,(706) 583-4095,ALL OTHER MISCELLANEOUS STORE RETAILERS
78478,CAMPBELL SALES AND SERV,CAMPBELL SALES AND SERV,140 MAXEY BLVD ATHENS  GA 30607,PO BOX 488 ATHENS  GA 30603,(706) 546-5959,ALL OTHER MISCELLANEOUS STORE RETAILERS
77773,CARE MEDICAL OF ATHENS INC,CARE MEDICAL,1242 PRINCE AVE ATHENS  GA 30606,1019 TOWN DR WILDER  KY 41076,(706) 354-4136,ALL OTHER MISCELLANEOUS STORE RETAILERS
129725,CAROLINA CARPORTS,CAROLINA CARPORTS,0  ATHENS CLARKE CO ADDRESS ATHENS  GA 30601,187 CARDINAL RIDGE TRL DOBSON  NC 27017,(800) 670-4262,ALL OTHER MISCELLANEOUS STORE RETAILERS
125732,CARPENTIERI NOVELTIES GA INC,WILD SIDE SMOKE SHOP,740  BAXTER ST ATHENS  GA 30605,18875 KIRKCOLM LN NORTHRIDGE  CA 91326,( 81) 855-4583 4,ALL OTHER MISCELLANEOUS STORE RETAILERS
127494,CELL PHONE CLINIC INC,CELL PHONE CLINIC INC,165 E CLAYTON ST ATHENS  GA 30601,116 GAINSBOROUGH WAY LAWRENCEVILLE  GA 30044,(706) 254-2104,ALL OTHER MISCELLANEOUS STORE RETAILERS
77611,CHARLES CARTER SEED FARM INC,CHARLES CARTER SEED FARM INC,1010 BEAVERDAM RD WINTERVILLE  GA 30683,1010 BEAVERDAM RD WINTERVILLE  GA 30683,(336) 435-2000,ALL OTHER MISCELLANEOUS STORE RETAILERS
123340,CLASSIC CITY BLINDS,CLASSIC CITY BLINDS,196 ALPS RD STE 2 PMB 238 ATHENS  GA 30606-4098,2988 CLARIDGE CT MACON  GA 31204,(478) 737-3997,ALL OTHER MISCELLANEOUS STORE RETAILERS
130168,CLASSIC CITY HEALTH LLC,FRANNY'S FARMACY,2361 W BROAD ST SUITE 10 ATHENS  GA 30606,2361 W BROAD ST SUITE 10 ATHENS  GA 30606,(706) 224-9505,ALL OTHER MISCELLANEOUS STORE RETAILERS
94777,CLH2,CLH2,110 SMOKEY PT ATHENS  GA 30601,PO BOX 80081 ATHENS  GA 30608,(706) 714-9826,ALL OTHER MISCELLANEOUS STORE RETAILERS
133398,CLOUD 9 SMOKE CO 24 INC,CLOUD 9 SMOKE CO 24 INC,3690 ATLANTA HWY SUITE 106 ATHENS  GA 30606,PO BOX 2630 KENNESAW  GA 30156,(404) 477-7081,ALL OTHER MISCELLANEOUS STORE RETAILERS
124641,CLOUD 9 SMOKE CO 7 LLC,CLOUD 9 SMOKE CO 7 LLC,378 E BROAD ST ATHENS  GA 30601,PO BOX 2630 KENNESAW  GA 30156,(706) 613-3120,ALL OTHER MISCELLANEOUS STORE RETAILERS
95410,CLYDE ARMORY INC,CLYDE ARMORY INC,4800 ATLANTA HWY ATHENS  GA 30606,4800 ATLANTA HWY ATHENS  GA 30606,(706) 549-1842,ALL OTHER MISCELLANEOUS STORE RETAILERS
89573,COMPASS INDUSTRIAL GROUP LLC,COMPASS INDUSTRIAL GROUP LLC,135 BEN BURTON RD BOGART  GA 30622,PO BOX 772 BOGART  GA 30622,(706) 549-5999,ALL OTHER MISCELLANEOUS STORE RETAILERS
132040,CORNER'S EDGE BUTCHER SHOPPE,CORNER'S EDGE BUTCHER SHOPPE,1959 BARNETT SHOALS RD ATHENS  GA 30605,1959 BARNETT SHOALS RD ATHENS  GA 30605,(404) 917-3685,ALL OTHER MISCELLANEOUS STORE RETAILERS
89709,CREATIVE CONCEPTS KITCHEN AND BATH LLC,CREATIVE CONCEPTS KITCHEN AND BATH LLC,3706 ATLANTA HWY STE 4 ATHENS  GA 30606,3706 ATLANTA HWY STE 4 ATHENS  GA 30606,(706) 546-5878,ALL OTHER MISCELLANEOUS STORE RETAILERS
77629,CUSTOM SOUND OF ATHENS INC,CUSTOM SOUND OF ATHENS INC,120 EPPS BRIDGE RD ATHENS  GA 30606,120 EPPS BRIDGE RD ATHENS  GA 30606,(706) 549-4844,ALL OTHER MISCELLANEOUS STORE RETAILERS
132026,DAWG-EARED BOOKSELLER,WALLS OF BOOKS,1091  BAXTER ST ATHENS  GA 30606,115 HUNTINGTON WAY CENTERVILLE  GA 31028,(706) 850-4776,ALL OTHER MISCELLANEOUS STORE RETAILERS
123116,DESIGN TILES BY ZUMPANO INC,ZUMPANO ENTERPRISES,205 CLEVELAND RD STE C BOGART  GA 30622-1704,6354 WARREN DR NORCROSS  GA 30093,(706) 549-5455,ALL OTHER MISCELLANEOUS STORE RETAILERS
128548,DEVONA GREGORY,CROWNVONA,155 SYCAMORE LN APT A ATHENS  GA 30605,PO BOX 81181 ATHENS  GA 30608,(631) 530-5524,ALL OTHER MISCELLANEOUS STORE RETAILERS
131629,DING TEA NORCROSS LLC,DING TEA ATHENS,125 W WASHINGTON ST ATHENS  GA 30601,485 WOODBURN LN LAWRENCEVILLE  GA 30044,(706) 850-3737,ALL OTHER MISCELLANEOUS STORE RETAILERS
108311,DOLGENCORP LLC,DOLLAR GENERAL STORE #13858,800 DANIELSVILLE RD ATHENS  GA 30601,100 MISSION RDG ATTN: TAX DEPT GOODLETTSVILLE  TN 37072-2171,(706) 389-9632,ALL OTHER MISCELLANEOUS STORE RETAILERS
108994,DOLGENCORP LLC,DOLLAR GENERAL STORE #14048,1125 W BROAD ST ATHENS  GA 30606,100 MISSION RDG ATTN: TAX GOODLETTSVILLE  TN 37072-2171,(706) 247-7861,ALL OTHER MISCELLANEOUS STORE RETAILERS
115730,DOLGENCORP LLC,DOLLAR GENERAL STORE #15280,880 WHITEHALL RD ATHENS  GA 30605,100 MISSION RDG ATTN: TAX GOODLETTSVILLE  TN 37072-2171,(706) 395-8426,ALL OTHER MISCELLANEOUS STORE RETAILERS
115729,DOLGENCORP LLC,DOLLAR GENERAL STORE #15295,2194 LEXINGTON RD ATHENS  GA 30605,100 MISSION RDG ATTN: TAX DEPT GOODLETTSVILLE  TN 37072-2171,(706) 395-5876,ALL OTHER MISCELLANEOUS STORE RETAILERS
122561,DOLLAR TREE #1503,DOLLAR TREE #1503,4410 LEXINGTON RD ATHENS  GA 30605,500 VOLVO PKWY CHESAPEAKE  VA 23320,(757) 321-5405,ALL OTHER MISCELLANEOUS STORE RETAILERS
121000,DOLLAR TREE STORES INC,DOLLAR TREE #6521,1005 BAXTER ST ATHENS  GA 30606-6340,500 VOLVO PKWY CHESAPEAKE  VA 23320,(706) 549-9880,ALL OTHER MISCELLANEOUS STORE RETAILERS
114379,DRAGONSTAR HOBBIES LLC,DRAGONSTAR HOBBIES,1961 BARNETT SHOALS RD ATHENS  GA 30605,1961 BARNETT SHOALS RD ATHENS  GA 30605,(706) 248-3896,ALL OTHER MISCELLANEOUS STORE RETAILERS
77053,DUPLICATING SYSTEMS INC,DUPLICATING SYSTEMS INC,177 NEWTON BRIDGE RD ATHENS  GA 30607-1147,177 NEWTON BRIDGE RD ATHENS  GA 30607-1147,(706) 546-1220,ALL OTHER MISCELLANEOUS STORE RETAILERS
87134,EARTHBOUND HOLDING LLC,EARTHBOUND TRADING COMPANY #389,3700 ATLANTA HWY SUITE 71 ATHENS  GA 30606,4051 FREEPORT PKWY 400 GRAPEVINE  TX 76051,(972) 919-6722,ALL OTHER MISCELLANEOUS STORE RETAILERS
78209,ELIZABETH DYE,JUST WICK,253 NORMAL AVE ATHENS  GA 30606-2754,253 NORMAL AVE ATHENS  GA 30606-2754,(706) 549-8223,ALL OTHER MISCELLANEOUS STORE RETAILERS
121189,EMPIRE SOUTH CLOTHIER LLC,EMPIRE SOUTH CLOTHIER LLC,164 W CLAYTON ST ATHENS  GA 30601,2250 OLD BISHOP RD SUITE 1 BISHOP  GA 30621,(478) 290-5483,ALL OTHER MISCELLANEOUS STORE RETAILERS
121108,ENCHANTING BEAUTY BAR LLC,ENCHANTING BEAUTY BAR LLC,182 BEN BURTON CIR BOGART  GA 30622,PO BOX 6502 ATHENS  GA 30606,(706) 372-2556,ALL OTHER MISCELLANEOUS STORE RETAILERS
84427,ENTOURAGE CLOTHING & ACCESSORIES INC,ENTOURAGE CLOTHING & ACCESSORIES INC,2095 S MILLEDGE AVE B7 ATHENS  GA 30605,PO BOX 5974 ATHENS  GA 30604,(706) 224-9305,ALL OTHER MISCELLANEOUS STORE RETAILERS
123459,ESSEX TECHNOLOGY GROUP LLC,BARGAIN HUNT STORES,3660  ATLANTA HWY ATHENS  GA 30606,3815 LOGISTICS WAY ANTIOCH  TN 37013,(615) 846-3938,ALL OTHER MISCELLANEOUS STORE RETAILERS
133706,EXOTIC SMOKE ATHENS INC,EXOTIC SMOKE ATHENS INC,3701 ATLANTA HWY STE 13 ATHENS  GA 30606,1604 MAES OVERLOOK LOGANVILLE  GA 30052,(678) 782-9664,ALL OTHER MISCELLANEOUS STORE RETAILERS
133049,EZ BIZ INC,@ JOINT,840 HULL RD SUITE B ATHENS  GA 30601,840 HULL RD SUITE B ATHENS  GA 30601,(404) 604-4298,ALL OTHER MISCELLANEOUS STORE RETAILERS
124118,FAMILY DOLLAR STORES OF GEORGIA LLC,FAMILY DOLLAR #31739,3870 OLD JEFFERSON RD ATHENS  GA 30607,500 VOLVO PKWY CHESAPEAKE  VA 23320,(757) 321-5405,ALL OTHER MISCELLANEOUS STORE RETAILERS
125598,FAMILY DOLLAR STORES OF GEORGIA LLC,FAMILY DOLLAR #32036,995 WINTERVILLE RD ATHENS  GA 30601,500 VOLVO PKWY CHESAPEAKE  VA 23320,(757) 321-5405,ALL OTHER MISCELLANEOUS STORE RETAILERS
78041,FASTENAL,FASTENAL,590 OLYMPIC DR ATHENS  GA 30601,PO BOX 1206 WINONA  MN 55987,(507) 453-8293,ALL OTHER MISCELLANEOUS STORE RETAILERS
124805,FASTENAL COMPANY,FASTENAL COMPANY,695 INDIAN HILLS RD ATHENS  GA 30601,PO BOX 1206 WINONA  MN 55987,(507) 453-8293,ALL OTHER MISCELLANEOUS STORE RETAILERS
119328,FAT BOY'S GOLF CARTS,FAT BOY'S GOLF CARTS,116 COMMERCE BLVD ATHENS  GA 30606,1587 ACCESS RD COVINGTON  GA 30014,(706) 369-5311,ALL OTHER MISCELLANEOUS STORE RETAILERS
124131,FINISHMASTER INC,FINISHMASTER,199 BEN BURTON CIR BOGART  GA 30622-1791,115 W WASHINGTON ST SUITE 700 SOUTH INDIANAPOLIS  IN 46204,(909) 553-6470,ALL OTHER MISCELLANEOUS STORE RETAILERS
133228,FIVE BELOW ( #6164),FIVE BELOW ( #6164),191 ALPS RD SUITE 14 ATHENS  GA 30606,701 MARKET ST SUITE 300 PHILADELPHIA  PA 19106,(215) 546-7909,ALL OTHER MISCELLANEOUS STORE RETAILERS
129207,FUTURISTICKICKS LLC,FUTURISTICKICKS LLC,3701 ATLANTA HWY STE 35 BOGART  GA 30622-2259,3701 ATLANTA HWY STE 35 BOGART  GA 30622-2259,(770) 866-0937,ALL OTHER MISCELLANEOUS STORE RETAILERS
125754,GENUINE PARTS COMPANY,NAPA AUTO PARTS,2505 RIVERBEND RD ATHENS  GA 30605,5420 PEACHTREE INDUSTRIAL BLVD NORCROSS  GA 30071,(770) 246-4357,ALL OTHER MISCELLANEOUS STORE RETAILERS
128454,GRAIL BRA SPECIALISTS LLC,GRAIL BRA SPECIALISTS LLC,1055 GAINES SCHOOL RD STE 110 ATHENS  GA 30605,165 RAVENWOOD RUN ATHENS  GA 30605-3345,(706) 540-2415,ALL OTHER MISCELLANEOUS STORE RETAILERS
125460,GREEN LIGHT SMOKE,GREEN LIGHT SMOKE,3970 ATLANTA HWY SUITE C ATHENS  GA 30606,PO BOX 7761 ATHENS  GA 30604,(678) 935-6258,ALL OTHER MISCELLANEOUS STORE RETAILERS
131367,GREEN'S ORGANIC HERBAL SUPPLY LLC,GREEN'S ORGANIC HERBAL SUPPLY LLC,50 GAINES SCHOOL RD STE 6 ATHENS  GA 30605,661 WYNBROOKE PKWY STONE MOUTAIN  GA 30087,(470) 244-5631,ALL OTHER MISCELLANEOUS STORE RETAILERS
77528,HANGER INC,HANGER PROSTHETICS & ORTHOTICS INC,1075 PRINCE AVE ATHENS  GA 30606,PO BOX 81753 AUSTIN  TX 78708-1753,(706) 369-1071,ALL OTHER MISCELLANEOUS STORE RETAILERS
78971,HAT WORLD INC,HAT SHACK INC #6508,3700 ATLANTA HWY ATHENS  GA 30606-3155,7676 INTERACTIVE WAY SUITE 300 INDIANAPOLIS  IN 46278,(706) 227-1774,ALL OTHER MISCELLANEOUS STORE RETAILERS
120093,HENRY OBESE OPPONG,HENRY AUTO PARTS,150 CAMBRIDGE DR ATHENS  GA 30606,150 CAMBRIDGE DR ATHENS  GA 30606,(614) 397-1628,ALL OTHER MISCELLANEOUS STORE RETAILERS
128108,HOLISTIC CARE LLC,CBD STORE OF ATHENS,3701 ATLANTA HWY STE 10 ATHENS  GA 30606,3701 ATLANTA HWY STE 10 ATHENS  GA 30606,(404) 989-9919,ALL OTHER MISCELLANEOUS STORE RETAILERS
133587,ILLUSTRIOUS HAIR & LASH BAR,ILLUSTRIOUS HAIR & LASH BAR,132 ALPS RD ATHENS  GA 30606,132 ALPS RD ATHENS  GA 30606,(706) 247-6996,ALL OTHER MISCELLANEOUS STORE RETAILERS
123216,INDIE SOUTH,INDIE SOUTH,470 HAWTHORNE AVE ATHENS  GA 30606,649 N MILLEDGE AVE ATHENS  GA 30601,(706) 612-5654,ALL OTHER MISCELLANEOUS STORE RETAILERS
131473,INNOVATIVE AUDIOLOGY OF GEORGIA LLC,INNOVATIVE AUDIOLOGY,2005 S MILLEDGE AVE STE 105 ATHENS  GA 30605,2005 S MILLEDGE AVE STE 105 ATHENS  GA 30605,(706) 850-3691,ALL OTHER MISCELLANEOUS STORE RETAILERS
78190,J P HERBS INC,BATTERIES PLUS OF ATHENS,3149 ATLANTA HWY ATHENS  GA 30606-3332,3149 ATLANTA HWY ATHENS  GA 30606-3332,(706) 795-5582,ALL OTHER MISCELLANEOUS STORE RETAILERS
77051,JACON OF ATHENS INC,DIXIE MOBILE HOME SUPPLY,1505 MORTON RD SUITE 2 ATHENS  GA 30605,1505 MORTON RD SUITE 2 ATHENS  GA 30605,(706) 543-2400,ALL OTHER MISCELLANEOUS STORE RETAILERS
78018,JAI REMEDY LTD,JAI REMEDY LTD,834  PRINCE AVE ATHENS  GA 30606,834  PRINCE AVE ATHENS  GA 30606,(706) 616-1626,ALL OTHER MISCELLANEOUS STORE RETAILERS
120792,JAKE'S FIREWORKS INC,JAKE'S FIREWORKS INC,3855 ATLANTA HWY ATHENS  GA 30606,1500 E   27TH TER PITTSBURG  KS 66762,(620) 231-2264,ALL OTHER MISCELLANEOUS STORE RETAILERS
122673,JONATHAN DIXON,J & M U'NEIK,1457 SPRING VALLEY RD ATHENS  GA 30605,PO BOX 802 WINTERVILLE  GA 30638,(706) 575-2269,ALL OTHER MISCELLANEOUS STORE RETAILERS
133263,JOY VENTURES LLC,BLACK JOY DRIP,320 E CLAYTON ST SUITE 425 A ATHENS  GA 30601,320 E CLAYTON ST SUITE 425 A ATHENS  GA 30601,(678) 284-2500,ALL OTHER MISCELLANEOUS STORE RETAILERS
107473,J'S VARIETY INC,MR J'S CHECK CASHING,290 HWY 29 N ATHENS  GA 30601,1051 LIBERTY LN BOGART  GA 30622,(706) 355-3155,ALL OTHER MISCELLANEOUS STORE RETAILERS
103412,JUNK IN THE TRUNK ON OLYMPIC DR LLC,JUNK IN THE TRUNK ON OLYMPIC DR LLC,590 OLYMPIC DR ATHENS  GA 30601,590 OLYMPIC DR ATHENS  GA 30601,(706) 548-3036,ALL OTHER MISCELLANEOUS STORE RETAILERS
125799,JW CELL PHONE LLC,JW CELL PHONE LLC,4054 LEXINGTON RD ATHENS  GA 30605,4054 LEXINGTON RD ATHENS  GA 30605,,ALL OTHER MISCELLANEOUS STORE RETAILERS
76995,KINGFISH ENTERPRISES INC,BIRCHMORE/ ALL ABOUT POOLS & SPAS,154 ONETA ST ATHENS  GA 30601,154 ONETA ST ATHENS  GA 30601,(706) 548-1378,ALL OTHER MISCELLANEOUS STORE RETAILERS
133251,KIOTI OUTFITTERS LLC,KIOTI OUTFITTERS LLC,1791 HWY 29 N SUITE C ATHENS  GA 30601,1791 HWY 29 N SUITE C ATHENS  GA 30601,(706) 340-1982,ALL OTHER MISCELLANEOUS STORE RETAILERS
129243,LIBERTY STORAGE SOLUTIONS OF SC,LIBERTY STORAGE SOLUTIONS OF SC,457 HWY 29 N ATHENS  GA 30601,2491 HWY 184 W DUE WEST  SC 29639,(864) 379-3333,ALL OTHER MISCELLANEOUS STORE RETAILERS
119872,LILLIE'S HATS,LILLIE'S HATS,230 CABERNET ST ATHENS  GA 30601,230 CABERNET ST ATHENS  GA 30601,(706) 224-1130,ALL OTHER MISCELLANEOUS STORE RETAILERS
133874,LILU ATHENS LLC,CBD+,2095 S MILLEDGE AVE SUITE B5 ATHENS  GA 30605,225 KNOTTINGHAM DR ATHENS  GA 30606-2107,(706) 340-9861,ALL OTHER MISCELLANEOUS STORE RETAILERS
77934,LINE-X PRO COATINGS INC,LINE-X PRO COATINGS INC,590  OLD COMMERCE RD ATHENS  GA 30607,590  OLD COMMERCE RD ATHENS  GA 30607,(706) 543-4696,ALL OTHER MISCELLANEOUS STORE RETAILERS
85977,LOGO & LAPEL,LOGO & LAPEL,150 MEADOWVIEW RD ATHENS  GA 30606-4224,150 MEADOWVIEW RD ATHENS  GA 30606-4224,(305) 588-4127,ALL OTHER MISCELLANEOUS STORE RETAILERS
122272,LULULEMON USA INC,LULULEMON USA INC,327 PRINCE AVE BLDG G ATHENS  GA 30601,1818 CORNWALL AVE VANCOUVER  BC V6J1C7,(604) 732-6124,ALL OTHER MISCELLANEOUS STORE RETAILERS
77960,LUXOTTICA RETAIL NORTH AMERICA INC,SUNGLASS HUT  #4248,3700 ATLANTA HWY SUITE 72 ATHENS  GA 30606-3155,PO BOX 8509 MASON  OH 45040,(706) 543-9191,ALL OTHER MISCELLANEOUS STORE RETAILERS
132913,LUXURY HAIR BY MADDIE KAYE LLC,LUXURY HAIR BY MADDIE KAYE LLC,3701 ATLANTA HWY UNIT 34 ATHENS  GA 30606,3701 ATLANTA HWY UNIT 34 ATHENS  GA 30606,,ALL OTHER MISCELLANEOUS STORE RETAILERS
124916,LWIN FAMILY CO LLC,HISSHO SUSHI,1689 S LUMPKIN ST ATHENS  GA 30606-4742,11949 STEELE CREEK RD CHARLOTTE  NC 28273,(704) 926-2200,ALL OTHER MISCELLANEOUS STORE RETAILERS
119651,LYNN'S LITTLE LADYBUGS,LYNN'S LITTLE LADYBUGS,225 JENNINGS MILL PKWY APT 615 ATHENS  GA 30606,225 JENNINGS MILL PKWY APT 615 ATHENS  GA 30606,(706) 853-0770,ALL OTHER MISCELLANEOUS STORE RETAILERS
113384,MACKS HARDWARE ATHENS LLC,ACE HARDWARE ATHENS,4250 ATLANTA HWY BOGART  GA 30622,25 BROWNING SHOALS RD SOCIAL CIRCLE  GA 30025,(706) 369-8000,ALL OTHER MISCELLANEOUS STORE RETAILERS
118870,MACLEOD HOLDINGS INC,ATHENS POOL AND SPA,2656 ATLANTA HWY SUITE C ATHENS  GA 30606-3341,2656 ATLANTA HWY SUITE C ATHENS  GA 30606-3341,(706) 316-3323,ALL OTHER MISCELLANEOUS STORE RETAILERS
133565,MALIYHA INC,MALIYHA INC,3865 JEFFERSON RD ATHENS  GA 30607,3865 JEFFERSON RD ATHENS  GA 30607,(706) 227-6220,ALL OTHER MISCELLANEOUS STORE RETAILERS
77169,MANNING BROTHERS FOOD EQUIP CO,MANNING BROTHERS FOOD EQUIP CO,210  SANDY CREEK RD ATHENS  GA 30607,210  SANDY CREEK RD ATHENS  GA 30607,(706) 549-7088,ALL OTHER MISCELLANEOUS STORE RETAILERS
133617,MATTRESS BY NED LLC,MATTRESS BY APPOINTMENT ATHENS,2475 JEFFERSON RD ATHENS  GA 30607,2150 MASSEY LN WINDER  GA 30680,(706) 389-0513,ALL OTHER MISCELLANEOUS STORE RETAILERS
100496,MATTRESS FIRM INC,MATTRESS FIRM #7062,3690 ATLANTA HWY ATHENS  GA 30606,10201 SOUTH MAIN ST HOUSTON  TX 77025,(713) 923-1090,ALL OTHER MISCELLANEOUS STORE RETAILERS
78531,MELS DISCOUNT NUTRITION CENTER,ALPS NUTRITION CENTER,191 ALPS RD STE 11 ATHENS  GA 30606-4093,191 ALPS RD STE 11 ATHENS  GA 30606-4093,(706) 369-0700,ALL OTHER MISCELLANEOUS STORE RETAILERS
128763,MENZ CARE INC,MENZ CARE,3700 ALANTA HWY SUITE #68 ATHENS  GA 30606,3700 ALANTA HWY SUITE #68 ATHENS  GA 30606,(706) 546-0075,ALL OTHER MISCELLANEOUS STORE RETAILERS
123452,METAL AND PETAL LLC,METAL + PETAL,1068 BAXTER ST ATHENS  GA 30606,1068 BAXTER ST ATHENS  GA 30606,(706) 202-5201,ALL OTHER MISCELLANEOUS STORE RETAILERS
130235,MILL CENTER WEST LLC,PLANET EARTH ROCKS AND CRYSTAL,135 MILL CENTER BLVD B ATHENS  GA 30606,1131 RUTH JACKSON RD BOGART  GA 30622,(706) 202-1664,ALL OTHER MISCELLANEOUS STORE RETAILERS
78706,MODERN AGE INC,SMOKERS DEN,289 COLLEGE AVE ATHENS  GA 30601,3125 ATLANTA HWY ATHENS  GA 30606-3332,(706) 546-8787,ALL OTHER MISCELLANEOUS STORE RETAILERS
78067,MODERN AGE TOBACCO & GIFTS,MODERN AGE TOBACCO & GIFTS,3125 ATLANTA HWY ATHENS  GA 30606-3332,3125 ATLANTA HWY ATHENS  GA 30606-3332,(706) 549-6360,ALL OTHER MISCELLANEOUS STORE RETAILERS
78433,NATIVE AMERICA GALLERY INC,NATIVE AMERICA GALLERY INC,195 E CLAYTON ST ATHENS  GA 30601-2702,PO BOX 188 ATHENS  GA 30603,(706) 543-8425,ALL OTHER MISCELLANEOUS STORE RETAILERS
130069,NATURE'S EGO LLC,NATURE'S EGO LLC,3701 ATLANTA HWY STE 38 ATHENS  GA 30606,3701 ATLANTA HWY STE 38 ATHENS  GA 30606,(706) 215-8038,ALL OTHER MISCELLANEOUS STORE RETAILERS
126052,NITRO JOE LLC,NITRO JOE LLC,1480 BAXTER ST STE C ATHENS  GA 30606,1480 BAXTER ST STE C ATHENS  GA 30606,(706) 353-3130,ALL OTHER MISCELLANEOUS STORE RETAILERS
77195,NORTH GEORGIA PECAN CO INC,NORTH GEORGIA PECAN CO INC,154 ONETA ST ATHENS  GA 30601,154 ONETA ST ATHENS  GA 30601,(706) 543-1525,ALL OTHER MISCELLANEOUS STORE RETAILERS
